block_path,block_type,mask_type,parameter,value,value_class
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant4/u",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant4/y",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Constant1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Trigger",TriggerPort,,SampleTime,"1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_en1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_en2",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_en3",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_en4",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_idx",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/phase_state",UnitDelay,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Quantizer1",Quantizer,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Quantizer2",Quantizer,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Quantizer3",Quantizer,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Quantizer4",Quantizer,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Saturation1",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Saturation2",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Saturation3",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Saturation4",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope1",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope2",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope3",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope4",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope5",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Scope6",Scope,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Look-Up Table1",Lookup_n-D,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Math
Function",Math,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/+",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/-",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/Model/in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/Model/out",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/do not delete
this gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement/v",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/+",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/-",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/Model/in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/Model/out",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/do not delete
this gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement1/v",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/+",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/-",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/Model/in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/Model/out",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/do not delete
this gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement2/v",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/+",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/-",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/Model/in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/Model/out",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/do not delete
this gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement3/v",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/+",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/-",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/Model/in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/Model/out",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/do not delete
this gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Voltage Measurement4/v",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Zero-Order
Hold1",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold19",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold2",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold20",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold21",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold22",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold23",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold3",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/Zero-Order
Hold4",ZeroOrderHold,,SampleTime,"1/25000000",variable_or_expression
"four_phase_ideal_digital_iqcot/powergui",SubSystem,PSB option menu block,SampleTime,"2e-9",numeric_literal
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Gates/gates",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Sources/SwitchCurrents",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Sources/u",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Status/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Yout/v,i",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/Switch",Switch,,Threshold,"0.5",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Switch",Switch,,Threshold,"0",numeric_literal
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase1/Compare
To Constant1/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase1/Compare
To Constant2/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase1/Compare
To Constant3/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase2/Compare
To Constant1/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase2/Compare
To Constant2/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase2/Compare
To Constant3/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Compare
To Constant1/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Compare
To Constant2/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase3/Compare
To Constant3/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant1/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant2/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/COT_Cell_1Phase4/Compare
To Constant3/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/Constant",Constant,,Value,"1",numeric_literal
"four_phase_ideal_digital_iqcot/DC Voltage Source/Model/DC",Constant,,Value,"Amplitude",variable_or_expression
"four_phase_ideal_digital_iqcot/DC Voltage Source1/Model/DC",Constant,,Value,"Amplitude",variable_or_expression
"four_phase_ideal_digital_iqcot/DC Voltage Source2/Model/DC",Constant,,Value,"Amplitude",variable_or_expression
"four_phase_ideal_digital_iqcot/DC Voltage Source3/Model/DC",Constant,,Value,"Amplitude",variable_or_expression
"four_phase_ideal_digital_iqcot/Detect Rise
Positive/Positive/Constant",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/GateDriver_1Phase1/OnDelay/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase1/OnDelay1/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase2/OnDelay/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase2/OnDelay1/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase3/OnDelay/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase3/OnDelay1/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase4/OnDelay/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/GateDriver_1Phase4/OnDelay1/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Iref_Phase",Constant,,Value,"Iph",variable_or_expression
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Base",Constant,,Value,"Ton_cmd",variable_or_expression
"four_phase_ideal_digital_iqcot/IdealIQCOT_Enable_Constant",Constant,,Value,"IdealIQCOT_Enable",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_init",Constant,,Value,"A_init",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_lower",Constant,,Value,"A_lower",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_upper",Constant,,Value,"A_upper",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Kvc_iqcot",Constant,,Value,"Kvc_iqcot",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Lambda0_iqcot",Constant,,Value,"Lambda0_iqcot",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Lambda_m2",Constant,,Value,"Lambda_m2",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Ri_iqcot",Constant,,Value,"Ri_iqcot",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Ts_ctrl",Constant,,Value,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Vc_bias_iqcot",Constant,,Value,"Vc_bias_iqcot",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/kappa_cmd",Constant,,Value,"kappa_cmd",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/rho_cmd",Constant,,Value,"rho_cmd",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet3/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet3/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet4/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet4/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet5/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet5/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet6/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet6/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet7/Diode/Model/eee",Constant,,Value,"Vf",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet7/Ideal Switch/Model/0 1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/OnDelay/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant1/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant2/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant3/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Compare
To Constant4/Constant",Constant,,Value,"const",variable_or_expression
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Constant",Constant,,Value,"1",numeric_literal
"four_phase_ideal_digital_iqcot/PhaseScheduler_4Phase/Constant1",Constant,,Value,"0",numeric_literal
"four_phase_ideal_digital_iqcot/VCOT_Ramp_Unit/Constant",Constant,,Value,"period",variable_or_expression
"four_phase_ideal_digital_iqcot/powergui/EquivalentModel1/Sources/SwitchCurrents",Constant,,Value,"zeros(16,1)",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet1",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet2",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet3",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet4",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet5",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet6",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
"four_phase_ideal_digital_iqcot/Mosfet7",SubSystem,Mosfet,Vfd,"Vfd_body",variable_or_expression
