r027_case_id,target_label,target_load_A,load_drop_A,objective,objective_alpha_settle,tau_ai_us,delay_events,event_period_us_assumed,policy,source_policy,policy_kind,policy_role,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,online_available_inputs_only,selection_basis,boundary,include_in_priority_run
R027_0300,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,30.0,30.0,1.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,True
R027_0301,near0A,0.001,39.999,score_settle010,0.1,1.0,2,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,35.0,35.0,1.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0302,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,19.8657575226316,0.3164510286511977,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0303,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,21.987109835245,2.4378033412645976,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0304,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,2.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,True
R027_0305,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,2.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,True
R027_0306,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,35.0,35.0,2.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,True
R027_0307,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,30.0,30.0,2.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,True
R027_0308,near0A,0.001,39.999,score_settle010,0.1,2.0,4,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,35.0,35.0,2.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0309,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,19.8657575226316,0.3164510286511977,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0310,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,21.987109835245,2.4378033412645976,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0311,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,5.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0312,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,5.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0313,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,35.0,35.0,5.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0314,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,30.0,30.0,5.0,commit_after_tau_ai,19.7840637899695,0.23475729598909822,11.5919004786901,14.796,2.0,107.601256046834,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0315,near0A,0.001,39.999,score_settle010,0.1,5.0,10,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,35.0,35.0,5.0,commit_after_tau_ai,19.6731964742753,0.12388998029489784,11.0926204577509,19.444,2.0,103.952842906669,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
